ID,Matched,Model,Package,FunctionName,Summary,File,LineNumber,LineContent,MotherLine,MotherBody,DeclaredType
android-content-model-ContentProviderOperation-resolveExtrasBackReferences-14-485-1,F,android.content,ContentProviderOperation,resolveExtrasBackReferences,"['android.content', 'ContentProviderOperation', False, 'resolveExtrasBackReferences', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentProviderOperation-resolveSelectionArgsBackReferences-14-486-1,F,android.content,ContentProviderOperation,resolveSelectionArgsBackReferences,"['android.content', 'ContentProviderOperation', False, 'resolveSelectionArgsBackReferences', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentProviderOperation-resolveValueBackReferences-14-487-1,F,android.content,ContentProviderOperation,resolveValueBackReferences,"['android.content', 'ContentProviderOperation', False, 'resolveValueBackReferences', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-build-14-488-1,F,android.content,ContentProviderOperation$Builder,build,"['android.content', 'ContentProviderOperation$Builder', False, 'build', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withExceptionAllowed-14-489-1,F,android.content,ContentProviderOperation$Builder,withExceptionAllowed,"['android.content', 'ContentProviderOperation$Builder', False, 'withExceptionAllowed', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withExpectedCount-14-490-1,F,android.content,ContentProviderOperation$Builder,withExpectedCount,"['android.content', 'ContentProviderOperation$Builder', False, 'withExpectedCount', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withExtra-14-491-1,F,android.content,ContentProviderOperation$Builder,withExtra,"['android.content', 'ContentProviderOperation$Builder', False, 'withExtra', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withExtraBackReference-14-492-1,F,android.content,ContentProviderOperation$Builder,withExtraBackReference,"['android.content', 'ContentProviderOperation$Builder', False, 'withExtraBackReference', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withExtras-14-493-1,F,android.content,ContentProviderOperation$Builder,withExtras,"['android.content', 'ContentProviderOperation$Builder', False, 'withExtras', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withSelection-14-494-1,F,android.content,ContentProviderOperation$Builder,withSelection,"['android.content', 'ContentProviderOperation$Builder', False, 'withSelection', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withSelectionBackReference-14-495-1,F,android.content,ContentProviderOperation$Builder,withSelectionBackReference,"['android.content', 'ContentProviderOperation$Builder', False, 'withSelectionBackReference', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withValue-14-496-1,F,android.content,ContentProviderOperation$Builder,withValue,"['android.content', 'ContentProviderOperation$Builder', False, 'withValue', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withValueBackReference-14-497-1,F,android.content,ContentProviderOperation$Builder,withValueBackReference,"['android.content', 'ContentProviderOperation$Builder', False, 'withValueBackReference', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withValues-14-498-1,F,android.content,ContentProviderOperation$Builder,withValues,"['android.content', 'ContentProviderOperation$Builder', False, 'withValues', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderOperation$Builder-withYieldAllowed-14-499-1,F,android.content,ContentProviderOperation$Builder,withYieldAllowed,"['android.content', 'ContentProviderOperation$Builder', False, 'withYieldAllowed', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-ContentProviderResult-ContentProviderResult-14-500-1,F,android.content,ContentProviderResult,ContentProviderResult,"['android.content', 'ContentProviderResult', False, 'ContentProviderResult', '(Bundle)', '', 'Argument[0]', 'Argument[this].Field[android.content.ContentProviderResult.extras]', 'value', 'manual']",,,,,,
android-content-model-ContentProviderResult-ContentProviderResult-14-501-1,F,android.content,ContentProviderResult,ContentProviderResult,"['android.content', 'ContentProviderResult', False, 'ContentProviderResult', '(Parcel)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-ContentProviderResult-ContentProviderResult-14-502-1,F,android.content,ContentProviderResult,ContentProviderResult,"['android.content', 'ContentProviderResult', False, 'ContentProviderResult', '(Throwable)', '', 'Argument[0]', 'Argument[this].Field[android.content.ContentProviderResult.exception]', 'value', 'manual']",,,,,,
android-content-model-ContentProviderResult-ContentProviderResult-14-503-1,F,android.content,ContentProviderResult,ContentProviderResult,"['android.content', 'ContentProviderResult', False, 'ContentProviderResult', '(Uri)', '', 'Argument[0]', 'Argument[this].Field[android.content.ContentProviderResult.uri]', 'value', 'manual']",,,,,,
android-content-model-ContentResolver-acquireContentProviderClient-14-504-1,F,android.content,ContentResolver,acquireContentProviderClient,"['android.content', 'ContentResolver', True, 'acquireContentProviderClient', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-acquireUnstableContentProviderClient-14-505-1,F,android.content,ContentResolver,acquireUnstableContentProviderClient,"['android.content', 'ContentResolver', True, 'acquireUnstableContentProviderClient', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-applyBatch-14-506-1,F,android.content,ContentResolver,applyBatch,"['android.content', 'ContentResolver', True, 'applyBatch', '', '', 'Argument[1]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-call-14-507-1,F,android.content,ContentResolver,call,"['android.content', 'ContentResolver', True, 'call', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-canonicalize-14-508-1,F,android.content,ContentResolver,canonicalize,"['android.content', 'ContentResolver', True, 'canonicalize', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-getStreamTypes-14-509-1,F,android.content,ContentResolver,getStreamTypes,"['android.content', 'ContentResolver', True, 'getStreamTypes', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-getType-14-510-1,F,android.content,ContentResolver,getType,"['android.content', 'ContentResolver', True, 'getType', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-insert-14-511-1,F,android.content,ContentResolver,insert,"['android.content', 'ContentResolver', True, 'insert', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-query-14-512-1,F,android.content,ContentResolver,query,"['android.content', 'ContentResolver', True, 'query', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-query-14-513-1,F,android.content,ContentResolver,query,"['android.content', 'ContentResolver', True, 'query', '(Uri,String[],String,String[],String)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-query-14-514-1,F,android.content,ContentResolver,query,"['android.content', 'ContentResolver', True, 'query', '(Uri,String[],String,String[],String,CancellationSignal)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-uncanonicalize-14-515-1,F,android.content,ContentResolver,uncanonicalize,"['android.content', 'ContentResolver', True, 'uncanonicalize', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentResolver-wrap-14-516-1,F,android.content,ContentResolver,wrap,"['android.content', 'ContentResolver', True, 'wrap', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-ContentValues-put-14-517-1,F,android.content,ContentValues,put,"['android.content', 'ContentValues', False, 'put', '', '', 'Argument[0]', 'Argument[this].MapKey', 'value', 'manual']",,,,,,
android-content-model-ContentValues-put-14-518-1,F,android.content,ContentValues,put,"['android.content', 'ContentValues', False, 'put', '', '', 'Argument[1]', 'Argument[this].MapValue', 'value', 'manual']",,,,,,
android-content-model-ContentValues-putAll-14-519-1,F,android.content,ContentValues,putAll,"['android.content', 'ContentValues', False, 'putAll', '', '', 'Argument[0].MapKey', 'Argument[this].MapKey', 'value', 'manual']",,,,,,
android-content-model-ContentValues-putAll-14-520-1,F,android.content,ContentValues,putAll,"['android.content', 'ContentValues', False, 'putAll', '', '', 'Argument[0].MapValue', 'Argument[this].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-Intent-14-521-1,F,android.content,Intent,Intent,"['android.content', 'Intent', True, 'Intent', '(Context,Class)', '', 'Argument[1]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-Intent-14-522-1,F,android.content,Intent,Intent,"['android.content', 'Intent', True, 'Intent', '(Intent)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-Intent-14-523-1,F,android.content,Intent,Intent,"['android.content', 'Intent', False, 'Intent', '(Intent)', '', 'Argument[0].SyntheticField[android.content.Intent.extras].MapKey', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-Intent-14-524-1,F,android.content,Intent,Intent,"['android.content', 'Intent', False, 'Intent', '(Intent)', '', 'Argument[0].SyntheticField[android.content.Intent.extras].MapValue', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-Intent-14-525-1,F,android.content,Intent,Intent,"['android.content', 'Intent', False, 'Intent', '(String,Uri)', '', 'Argument[1]', 'Argument[this].SyntheticField[android.content.Intent.data]', 'value', 'manual']",,,,,,
android-content-model-Intent-Intent-14-526-1,F,android.content,Intent,Intent,"['android.content', 'Intent', False, 'Intent', '(String,Uri,Context,Class)', '', 'Argument[1]', 'Argument[this].SyntheticField[android.content.Intent.data]', 'value', 'manual']",,,,,,
android-content-model-Intent-Intent-14-527-1,F,android.content,Intent,Intent,"['android.content', 'Intent', True, 'Intent', '(String,Uri,Context,Class)', '', 'Argument[3]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-addCategory-14-528-1,F,android.content,Intent,addCategory,"['android.content', 'Intent', True, 'addCategory', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-addFlags-14-529-1,F,android.content,Intent,addFlags,"['android.content', 'Intent', True, 'addFlags', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-createChooser-14-530-1,F,android.content,Intent,createChooser,"['android.content', 'Intent', False, 'createChooser', '', '', 'Argument[0..2]', 'ReturnValue.SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getBundleExtra-14-531-1,F,android.content,Intent,getBundleExtra,"['android.content', 'Intent', True, 'getBundleExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getByteArrayExtra-14-532-1,F,android.content,Intent,getByteArrayExtra,"['android.content', 'Intent', True, 'getByteArrayExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getCharArrayExtra-14-533-1,F,android.content,Intent,getCharArrayExtra,"['android.content', 'Intent', True, 'getCharArrayExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getCharSequenceArrayExtra-14-534-1,F,android.content,Intent,getCharSequenceArrayExtra,"['android.content', 'Intent', True, 'getCharSequenceArrayExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getCharSequenceArrayListExtra-14-535-1,F,android.content,Intent,getCharSequenceArrayListExtra,"['android.content', 'Intent', True, 'getCharSequenceArrayListExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getCharSequenceExtra-14-536-1,F,android.content,Intent,getCharSequenceExtra,"['android.content', 'Intent', True, 'getCharSequenceExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getData-14-537-1,F,android.content,Intent,getData,"['android.content', 'Intent', True, 'getData', '', '', 'Argument[this].SyntheticField[android.content.Intent.data]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getDataString-14-538-1,F,android.content,Intent,getDataString,"['android.content', 'Intent', True, 'getDataString', '', '', 'Argument[this].SyntheticField[android.content.Intent.data]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-Intent-getExtras-14-539-1,F,android.content,Intent,getExtras,"['android.content', 'Intent', True, 'getExtras', '()', '', 'Argument[this].SyntheticField[android.content.Intent.extras]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getIntent-14-540-1,F,android.content,Intent,getIntent,"['android.content', 'Intent', False, 'getIntent', '', '', 'Argument[0]', 'ReturnValue.SyntheticField[android.content.Intent.data]', 'taint', 'manual']",,,,,,
android-content-model-Intent-getIntent-14-541-1,F,android.content,Intent,getIntent,"['android.content', 'Intent', True, 'getIntent', '(String)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-Intent-getIntentOld-14-542-1,F,android.content,Intent,getIntentOld,"['android.content', 'Intent', False, 'getIntentOld', '', '', 'Argument[0]', 'ReturnValue.SyntheticField[android.content.Intent.data]', 'taint', 'manual']",,,,,,
android-content-model-Intent-getIntentOld-14-543-1,F,android.content,Intent,getIntentOld,"['android.content', 'Intent', True, 'getIntentOld', '(String)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-Intent-getParcelableArrayExtra-14-544-1,F,android.content,Intent,getParcelableArrayExtra,"['android.content', 'Intent', True, 'getParcelableArrayExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getParcelableArrayListExtra-14-545-1,F,android.content,Intent,getParcelableArrayListExtra,"['android.content', 'Intent', True, 'getParcelableArrayListExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getParcelableExtra-14-546-1,F,android.content,Intent,getParcelableExtra,"['android.content', 'Intent', True, 'getParcelableExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getSerializableExtra-14-547-1,F,android.content,Intent,getSerializableExtra,"['android.content', 'Intent', True, 'getSerializableExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getStringArrayExtra-14-548-1,F,android.content,Intent,getStringArrayExtra,"['android.content', 'Intent', True, 'getStringArrayExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getStringArrayListExtra-14-549-1,F,android.content,Intent,getStringArrayListExtra,"['android.content', 'Intent', True, 'getStringArrayListExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-getStringExtra-14-550-1,F,android.content,Intent,getStringExtra,"['android.content', 'Intent', True, 'getStringExtra', '(String)', '', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-parseUri-14-551-1,F,android.content,Intent,parseUri,"['android.content', 'Intent', False, 'parseUri', '', '', 'Argument[0]', 'ReturnValue.SyntheticField[android.content.Intent.data]', 'taint', 'manual']",,,,,,
android-content-model-Intent-parseUri-14-552-1,F,android.content,Intent,parseUri,"['android.content', 'Intent', True, 'parseUri', '(String,int)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
android-content-model-Intent-putCharSequenceArrayListExtra-14-553-1,F,android.content,Intent,putCharSequenceArrayListExtra,"['android.content', 'Intent', True, 'putCharSequenceArrayListExtra', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putCharSequenceArrayListExtra-14-554-1,F,android.content,Intent,putCharSequenceArrayListExtra,"['android.content', 'Intent', True, 'putCharSequenceArrayListExtra', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putCharSequenceArrayListExtra-14-555-1,F,android.content,Intent,putCharSequenceArrayListExtra,"['android.content', 'Intent', True, 'putCharSequenceArrayListExtra', '', '', 'Argument[1]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtra-14-556-1,F,android.content,Intent,putExtra,"['android.content', 'Intent', True, 'putExtra', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtra-14-557-1,F,android.content,Intent,putExtra,"['android.content', 'Intent', True, 'putExtra', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtra-14-558-1,F,android.content,Intent,putExtra,"['android.content', 'Intent', True, 'putExtra', '', '', 'Argument[1]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtras-14-559-1,F,android.content,Intent,putExtras,"['android.content', 'Intent', True, 'putExtras', '(Bundle)', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtras-14-560-1,F,android.content,Intent,putExtras,"['android.content', 'Intent', True, 'putExtras', '(Bundle)', '', 'Argument[0].MapKey', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtras-14-561-1,F,android.content,Intent,putExtras,"['android.content', 'Intent', True, 'putExtras', '(Bundle)', '', 'Argument[0].MapValue', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtras-14-562-1,F,android.content,Intent,putExtras,"['android.content', 'Intent', True, 'putExtras', '(Intent)', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtras-14-563-1,F,android.content,Intent,putExtras,"['android.content', 'Intent', True, 'putExtras', '(Intent)', '', 'Argument[0].SyntheticField[android.content.Intent.extras].MapKey', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putExtras-14-564-1,F,android.content,Intent,putExtras,"['android.content', 'Intent', True, 'putExtras', '(Intent)', '', 'Argument[0].SyntheticField[android.content.Intent.extras].MapValue', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putIntegerArrayListExtra-14-565-1,F,android.content,Intent,putIntegerArrayListExtra,"['android.content', 'Intent', True, 'putIntegerArrayListExtra', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putIntegerArrayListExtra-14-566-1,F,android.content,Intent,putIntegerArrayListExtra,"['android.content', 'Intent', True, 'putIntegerArrayListExtra', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putParcelableArrayListExtra-14-567-1,F,android.content,Intent,putParcelableArrayListExtra,"['android.content', 'Intent', True, 'putParcelableArrayListExtra', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putParcelableArrayListExtra-14-568-1,F,android.content,Intent,putParcelableArrayListExtra,"['android.content', 'Intent', True, 'putParcelableArrayListExtra', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putParcelableArrayListExtra-14-569-1,F,android.content,Intent,putParcelableArrayListExtra,"['android.content', 'Intent', True, 'putParcelableArrayListExtra', '', '', 'Argument[1]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putStringArrayListExtra-14-570-1,F,android.content,Intent,putStringArrayListExtra,"['android.content', 'Intent', True, 'putStringArrayListExtra', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-putStringArrayListExtra-14-571-1,F,android.content,Intent,putStringArrayListExtra,"['android.content', 'Intent', True, 'putStringArrayListExtra', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-putStringArrayListExtra-14-572-1,F,android.content,Intent,putStringArrayListExtra,"['android.content', 'Intent', True, 'putStringArrayListExtra', '', '', 'Argument[1]', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-replaceExtras-14-573-1,F,android.content,Intent,replaceExtras,"['android.content', 'Intent', True, 'replaceExtras', '(Bundle)', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-replaceExtras-14-574-1,F,android.content,Intent,replaceExtras,"['android.content', 'Intent', True, 'replaceExtras', '(Bundle)', '', 'Argument[0].MapKey', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-replaceExtras-14-575-1,F,android.content,Intent,replaceExtras,"['android.content', 'Intent', True, 'replaceExtras', '(Bundle)', '', 'Argument[0].MapValue', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-replaceExtras-14-576-1,F,android.content,Intent,replaceExtras,"['android.content', 'Intent', True, 'replaceExtras', '(Intent)', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-replaceExtras-14-577-1,F,android.content,Intent,replaceExtras,"['android.content', 'Intent', True, 'replaceExtras', '(Intent)', '', 'Argument[0].SyntheticField[android.content.Intent.extras].MapKey', 'Argument[this].SyntheticField[android.content.Intent.extras].MapKey', 'value', 'manual']",,,,,,
android-content-model-Intent-replaceExtras-14-578-1,F,android.content,Intent,replaceExtras,"['android.content', 'Intent', True, 'replaceExtras', '(Intent)', '', 'Argument[0].SyntheticField[android.content.Intent.extras].MapValue', 'Argument[this].SyntheticField[android.content.Intent.extras].MapValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setAction-14-579-1,F,android.content,Intent,setAction,"['android.content', 'Intent', True, 'setAction', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setClass-14-580-1,F,android.content,Intent,setClass,"['android.content', 'Intent', True, 'setClass', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setClass-14-581-1,F,android.content,Intent,setClass,"['android.content', 'Intent', True, 'setClass', '', '', 'Argument[1]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-setClassName-14-582-1,F,android.content,Intent,setClassName,"['android.content', 'Intent', True, 'setClassName', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setClassName-14-583-1,F,android.content,Intent,setClassName,"['android.content', 'Intent', True, 'setClassName', '(Context,String)', '', 'Argument[1]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-setClassName-14-584-1,F,android.content,Intent,setClassName,"['android.content', 'Intent', True, 'setClassName', '(String,String)', '', 'Argument[0..1]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-setComponent-14-585-1,F,android.content,Intent,setComponent,"['android.content', 'Intent', True, 'setComponent', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setComponent-14-586-1,F,android.content,Intent,setComponent,"['android.content', 'Intent', True, 'setComponent', '', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-setData-14-587-1,F,android.content,Intent,setData,"['android.content', 'Intent', True, 'setData', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setData-14-588-1,F,android.content,Intent,setData,"['android.content', 'Intent', True, 'setData', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.data]', 'value', 'manual']",,,,,,
android-content-model-Intent-setDataAndNormalize-14-589-1,F,android.content,Intent,setDataAndNormalize,"['android.content', 'Intent', True, 'setDataAndNormalize', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setDataAndNormalize-14-590-1,F,android.content,Intent,setDataAndNormalize,"['android.content', 'Intent', True, 'setDataAndNormalize', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.data]', 'value', 'manual']",,,,,,
android-content-model-Intent-setDataAndType-14-591-1,F,android.content,Intent,setDataAndType,"['android.content', 'Intent', True, 'setDataAndType', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setDataAndType-14-592-1,F,android.content,Intent,setDataAndType,"['android.content', 'Intent', True, 'setDataAndType', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.data]', 'value', 'manual']",,,,,,
android-content-model-Intent-setDataAndTypeAndNormalize-14-593-1,F,android.content,Intent,setDataAndTypeAndNormalize,"['android.content', 'Intent', True, 'setDataAndTypeAndNormalize', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setDataAndTypeAndNormalize-14-594-1,F,android.content,Intent,setDataAndTypeAndNormalize,"['android.content', 'Intent', True, 'setDataAndTypeAndNormalize', '', '', 'Argument[0]', 'Argument[this].SyntheticField[android.content.Intent.data]', 'value', 'manual']",,,,,,
android-content-model-Intent-setFlags-14-595-1,F,android.content,Intent,setFlags,"['android.content', 'Intent', True, 'setFlags', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setIdentifier-14-596-1,F,android.content,Intent,setIdentifier,"['android.content', 'Intent', True, 'setIdentifier', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setPackage-14-597-1,F,android.content,Intent,setPackage,"['android.content', 'Intent', True, 'setPackage', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setPackage-14-598-1,F,android.content,Intent,setPackage,"['android.content', 'Intent', True, 'setPackage', '', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
android-content-model-Intent-setType-14-599-1,F,android.content,Intent,setType,"['android.content', 'Intent', True, 'setType', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
android-content-model-Intent-setTypeAndNormalize-14-600-1,F,android.content,Intent,setTypeAndNormalize,"['android.content', 'Intent', True, 'setTypeAndNormalize', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
